episodes,explored_states,score
1000000,36599,-145.18500000000003
1010000,36705,-140.74000000000007
1020000,36799,-137.78300000000002
1030000,36901,-123.68200000000006
1040000,36997,-125.59300000000005
1050000,37101,-113.87100000000004
1060000,37214,-117.94900000000004
1070000,37330,-139.07500000000007
1080000,37443,-122.86700000000006
1090000,37550,-128.66000000000008
1100000,37655,-122.48300000000005
1110000,37751,-152.83900000000006
1120000,37883,-142.66000000000005
1130000,37997,-127.27500000000008
1140000,38112,-136.08900000000006
1150000,38218,-120.64
1160000,38344,-125.63900000000004
1170000,38444,-124.25700000000006
1180000,38572,-135.4530000000001
1190000,38654,-139.80200000000008
1200000,38757,-131.38500000000005
1210000,38878,-150.091
1220000,38980,-163.33500000000006
1230000,39070,-115.44500000000004
1240000,39164,-132.13400000000004
1250000,39249,-142.49000000000007
1260000,39319,-151.26800000000006
1270000,39401,-151.22
1280000,39488,-159.41000000000005
1290000,39577,-172.32600000000005
1300000,39656,-145.04600000000005
1310000,39739,-130.73200000000006
1320000,39845,-149.02300000000005
1330000,39915,-136.424
1340000,39996,-140.4220000000001
1350000,40082,-151.24100000000007
1360000,40181,-137.96700000000013
1370000,40254,-107.97500000000004
1380000,40336,-106.45800000000008
1390000,40413,-144.5720000000001
1400000,40500,-129.50500000000008
1410000,40588,-166.496
1420000,40665,-118.24100000000004
1430000,40742,-132.19400000000005
1440000,40813,-101.59600000000006
1450000,40902,-124.55900000000008
1460000,40968,-129.45000000000002
1470000,41049,-140.11300000000006
1480000,41130,-121.96700000000004
1490000,41189,-136.71400000000003
1500000,41239,-125.04100000000004
1510000,41314,-143.81900000000013
1520000,41379,-145.99500000000006
1530000,41443,-158.16500000000005
1540000,41513,-148.798
1550000,41589,-151.1530000000001
1560000,41665,-142.31700000000004
1570000,41738,-138.87200000000013
1580000,41817,-137.70300000000006
1590000,41898,-153.2950000000001
1600000,41969,-151.06300000000002
1610000,42028,-143.58100000000005
1620000,42098,-172.56500000000003
1630000,42162,-131.66200000000006
1640000,42232,-125.42500000000008
1650000,42304,-144.91300000000004
1660000,42365,-169.482
1670000,42425,-115.08200000000014
1680000,42479,-114.66800000000006
1690000,42539,-144.0460000000001
1700000,42606,-117.54800000000004
1710000,42654,-134.20800000000003
1720000,42717,-152.32600000000005
1730000,42780,-143.28100000000006
1740000,42839,-143.5150000000001
1750000,42909,-159.01700000000008
1760000,42956,-118.41800000000003
1770000,43010,-132.23200000000006
1780000,43070,-114.648
1790000,43138,-164.18000000000012
1800000,43204,-153.9180000000001
1810000,43243,-152.51100000000008
1820000,43291,-132.35900000000004
1830000,43347,-154.90700000000004
1840000,43381,-132.98800000000006
1850000,43440,-104.11100000000005
1860000,43490,-139.5080000000001
1870000,43549,-120.55200000000008
1880000,43587,-139.9370000000001
1890000,43652,-145.45400000000006
1900000,43703,-130.83400000000006
1910000,43745,-146.97000000000008
1920000,43785,-137.84400000000008
1930000,43835,-136.23200000000006
1940000,43877,-151.5780000000001
1950000,43951,-134.6990000000001
1960000,44012,-142.88200000000003
1970000,44055,-136.1320000000001
1980000,44129,-117.8920000000001
1990000,44161,-139.77900000000002
2000000,44212,-133.14300000000006
2010000,44285,-148.76600000000008
2020000,44344,-121.16800000000003
2030000,44407,-149.4210000000001
2040000,44472,-139.41900000000004
2050000,44521,-155.94600000000008
2060000,44577,-150.82600000000005
2070000,44622,-155.81600000000012
2080000,44689,-128.42300000000006
2090000,44756,-162.21700000000004
2100000,44804,-137.3900000000001
2110000,44857,-148.19700000000003
2120000,44917,-150.8690000000001
2130000,44988,-161.16600000000005
2140000,45053,-155.18100000000013
2150000,45108,-147.10100000000003
2160000,45150,-144.42800000000005
2170000,45205,-150.3980000000001
2180000,45259,-153.67000000000004
2190000,45313,-148.24400000000009
2200000,45364,-114.49200000000002
2210000,45400,-156.35600000000005
2220000,45449,-147.15000000000006
2230000,45510,-144.02300000000005
2240000,45581,-119.32200000000006
2250000,45626,-146.38800000000006
2260000,45674,-132.7330000000001
2270000,45737,-155.49900000000008
2280000,45772,-160.27800000000002
2290000,45826,-148.64800000000002
2300000,45869,-158.79800000000003
2310000,45913,-135.5670000000001
2320000,45945,-145.95000000000005
2330000,45990,-157.747
2340000,46032,-142.6150000000001
2350000,46094,-127.39400000000006
2360000,46140,-146.3240000000001
2370000,46190,-139.88600000000002
2380000,46221,-151.27600000000007
2390000,46274,-148.5300000000001
2400000,46328,-155.39800000000005
2410000,46373,-150.91100000000003
2420000,46424,-149.27600000000004
2430000,46461,-147.18600000000006
2440000,46517,-162.88400000000004
2450000,46555,-149.72600000000003
2460000,46589,-132.75900000000007
2470000,46631,-150.05900000000008
2480000,46683,-138.51300000000006
2490000,46719,-144.29900000000006
2500000,46754,-152.66200000000003
2510000,46800,-180.8239999999999
2520000,46849,-148.51200000000009
2530000,46890,-148.83700000000002
2540000,46934,-152.56100000000006
2550000,46977,-138.77300000000005
2560000,47017,-153.31800000000004
2570000,47059,-144.53600000000012
2580000,47096,-163.6770000000001
2590000,47146,-132.38000000000005
2600000,47177,-171.29200000000012
2610000,47213,-163.91400000000002
2620000,47256,-142.9240000000001
2630000,47300,-145.89700000000002
2640000,47342,-145.68300000000002
2650000,47389,-160.19000000000003
2660000,47422,-151.26200000000006
2670000,47465,-159.73800000000003
2680000,47502,-155.49500000000003
2690000,47552,-153.83600000000004
2700000,47597,-137.44300000000004
2710000,47645,-172.882
2720000,47683,-143.90600000000003
2730000,47713,-150.67400000000006
2740000,47755,-149.32500000000005
2750000,47805,-145.67700000000005
2760000,47835,-154.2800000000001
2770000,47872,-130.55700000000007
2780000,47903,-148.58200000000005
2790000,47938,-131.72400000000005
2800000,47958,-153.8970000000001
2810000,47982,-148.78400000000008
2820000,48025,-163.2420000000001
2830000,48090,-148.71000000000004
2840000,48133,-166.715
2850000,48170,-132.741
2860000,48206,-145.44800000000004
2870000,48235,-171.39800000000002
2880000,48282,-150.16000000000005
2890000,48316,-140.07000000000002
2900000,48360,-153.643
2910000,48414,-164.1070000000001
2920000,48451,-182.246
2930000,48509,-174.56299999999996
2940000,48559,-172.39500000000004
2950000,48581,-152.20500000000007
2960000,48619,-169.4810000000001
2970000,48658,-151.36500000000007
2980000,48700,-148.3160000000001
2990000,48748,-130.87100000000007
3000000,48772,-168.16500000000005
3010000,48786,-175.28500000000008
3020000,48826,-117.07900000000006
3030000,48864,-159.61700000000005
3040000,48893,-164.07100000000003
3050000,48922,-172.20199999999997
3060000,48967,-125.12800000000009
3070000,49001,-186.14300000000003
3080000,49026,-131.43200000000007
3090000,49062,-176.35100000000003
3100000,49102,-136.99900000000008
3110000,49133,-141.22100000000003
3120000,49165,-136.52200000000002
3130000,49192,-152.85500000000005
3140000,49222,-131.95200000000008
3150000,49247,-143.16600000000005
3160000,49288,-145.50400000000008
3170000,49323,-167.1680000000001
3180000,49368,-147.20200000000008
3190000,49415,-145.89700000000008
3200000,49444,-171.255
3210000,49480,-153.11600000000004
3220000,49507,-144.93700000000007
3230000,49542,-151.16000000000014
3240000,49576,-144.86200000000005
3250000,49598,-151.38300000000012
3260000,49630,-146.41200000000006
3270000,49647,-159.98800000000014
3280000,49673,-172.11699999999996
3290000,49705,-188.69699999999995
3300000,49730,-172.53700000000003
3310000,49760,-141.8420000000001
3320000,49791,-163.63700000000006
3330000,49817,-145.98400000000004
3340000,49837,-185.858
3350000,49864,-172.47200000000004
3360000,49901,-151.68300000000008
3370000,49925,-129.0090000000001
3380000,49960,-159.06000000000006
3390000,49990,-180.30200000000005
3400000,50009,-134.9430000000001
3410000,50038,-150.56500000000008
3420000,50059,-153.33000000000013
3430000,50083,-178.29800000000006
3440000,50105,-138.48000000000005
3450000,50134,-154.7760000000001
3460000,50163,-147.34500000000008
3470000,50184,-176.19700000000003
3480000,50209,-165.722
3490000,50231,-160.3760000000001
3500000,50256,-160.56200000000007
3510000,50272,-153.99900000000005
3520000,50301,-137.71700000000007
3530000,50326,-165.3850000000001
3540000,50347,-169.03800000000007
3550000,50375,-170.62500000000003
3560000,50394,-165.35600000000005
3570000,50423,-174.053
3580000,50456,-148.018
3590000,50485,-149.96900000000008
3600000,50519,-142.15700000000007
3610000,50543,-133.94300000000004
3620000,50569,-168.24300000000002
3630000,50588,-158.05600000000007
3640000,50614,-173.01500000000004
3650000,50664,-156.98300000000012
3660000,50689,-156.50500000000005
3670000,50710,-170.507
3680000,50737,-129.81200000000004
3690000,50759,-159.0390000000001
3700000,50786,-172.058
3710000,50823,-190.8
3720000,50857,-138.0920000000001
3730000,50891,-128.16200000000003
3740000,50917,-167.02800000000008
3750000,50943,-176.162
3760000,50972,-150.10200000000003
3770000,51002,-174.82500000000005
3780000,51024,-158.84100000000015
3790000,51045,-142.97300000000007
3800000,51073,-181.42800000000005
3810000,51096,-164.61000000000004
3820000,51122,-164.06900000000002
3830000,51141,-172.92000000000007
3840000,51177,-159.70600000000005
3850000,51198,-170.0160000000001
3860000,51221,-158.29300000000003
3870000,51245,-162.78100000000006
3880000,51257,-173.84000000000003
3890000,51275,-140.23100000000008
3900000,51292,-143.5250000000001
3910000,51312,-154.8980000000001
3920000,51327,-148.14400000000006
3930000,51348,-153.65500000000003
3940000,51370,-168.68000000000006
3950000,51403,-183.54100000000005
3960000,51431,-168.37900000000008
3970000,51457,-163.8520000000001
3980000,51482,-158.35100000000003
3990000,51503,-162.4710000000001
4000000,51526,-171.99900000000005
4010000,51545,-144.6710000000001
4020000,51577,-179.25599999999997
4030000,51598,-156.59600000000003
4040000,51619,-185.979
4050000,51635,-193.16199999999992
4060000,51667,-137.55900000000003
4070000,51688,-168.39300000000003
4080000,51707,-158.40100000000007
4090000,51722,-164.08100000000013
4100000,51743,-192.12700000000004
4110000,51765,-152.8090000000001
4120000,51787,-178.317
4130000,51808,-160.48300000000003
4140000,51834,-171.4120000000001
4150000,51845,-149.79800000000003
4160000,51863,-154.69300000000004
4170000,51877,-155.007
4180000,51894,-171.83700000000002
4190000,51928,-166.95400000000012
4200000,51946,-141.87200000000007
4210000,51971,-187.11300000000008
4220000,51994,-169.896
4230000,52022,-167.46500000000006
4240000,52044,-170.79399999999998
4250000,52057,-166.59900000000007
4260000,52075,-169.01100000000002
4270000,52101,-164.40200000000002
4280000,52114,-177.81299999999996
4290000,52140,-155.74100000000007
4300000,52179,-182.349
4310000,52207,-164.34000000000012
4320000,52219,-174.13999999999996
4330000,52249,-142.6350000000001
4340000,52262,-141.19000000000008
4350000,52287,-162.91099999999997
4360000,52305,-184.16
4370000,52333,-165.43900000000008
4380000,52359,-180.1860000000001
4390000,52372,-168.24499999999998
4400000,52401,-164.625
4410000,52423,-155.47300000000007
4420000,52445,-155.355
4430000,52470,-183.475
4440000,52497,-159.39200000000005
4450000,52514,-181.45700000000008
4460000,52548,-158.36600000000004
4470000,52567,-159.99400000000009
4480000,52589,-165.88700000000009
4490000,52608,-179.21400000000006
4500000,52632,-162.3020000000001
4510000,52650,-178.77599999999998
4520000,52670,-172.74900000000005
4530000,52692,-178.61
4540000,52709,-179.55599999999995
4550000,52729,-141.99800000000008
4560000,52738,-156.38200000000006
4570000,52765,-162.50200000000012
4580000,52775,-183.609
4590000,52795,-123.35700000000008
4600000,52814,-175.66900000000004
4610000,52830,-192.81199999999995
4620000,52848,-184.0650000000001
4630000,52858,-171.41300000000007
4640000,52875,-175.58299999999997
4650000,52896,-146.96400000000003
4660000,52913,-165.10000000000002
4670000,52940,-164.7130000000001
4680000,52956,-167.26300000000006
4690000,52973,-182.864
4700000,52991,-172.35100000000003
4710000,53018,-155.63700000000006
4720000,53033,-167.56300000000002
4730000,53057,-168.88400000000004
4740000,53076,-157.53400000000005
4750000,53090,-149.64000000000004
4760000,53104,-169.10900000000012
4770000,53118,-168.15900000000002
4780000,53142,-174.9169999999999
4790000,53162,-197.65399999999997
4800000,53183,-171.6030000000001
4810000,53200,-201.46799999999988
4820000,53215,-145.2580000000001
4830000,53240,-177.30500000000006
4840000,53269,-168.66600000000005
4850000,53290,-166.66000000000008
4860000,53309,-161.62400000000008
4870000,53326,-172.584
4880000,53350,-160.2450000000001
4890000,53378,-191.43199999999996
4900000,53403,-178.76799999999994
4910000,53428,-154.01900000000006
4920000,53461,-145.65500000000011
4930000,53477,-176.88099999999991
4940000,53495,-180.909
4950000,53512,-189.45300000000003
4960000,53521,-167.605
4970000,53539,-183.1340000000001
4980000,53566,-158.28600000000006
4990000,53589,-164.1060000000001
5000000,53615,-171.12400000000005
5010000,53626,-156.93700000000007
5020000,53644,-172.7340000000001
5030000,53658,-178.542
5040000,53680,-155.04700000000005
5050000,53695,-161.94300000000007
5060000,53710,-185.248
5070000,53738,-176.03499999999997
5080000,53761,-141.36200000000005
5090000,53774,-159.2460000000001
5100000,53791,-184.156
5110000,53810,-196.11199999999985
5120000,53817,-157.1430000000001
5130000,53832,-187.783
5140000,53853,-167.5910000000001
5150000,53872,-169.29400000000004
5160000,53888,-154.4330000000001
5170000,53903,-177.673
5180000,53920,-211.14499999999992
5190000,53937,-185.283
5200000,53953,-171.076
5210000,53970,-161.37500000000006
5220000,53982,-196.4579999999999
5230000,53998,-159.22700000000012
5240000,54014,-163.55300000000005
5250000,54029,-177.47599999999994
5260000,54042,-189.16500000000005
5270000,54057,-167.762
5280000,54072,-172.04100000000005
5290000,54087,-168.3230000000001
5300000,54095,-137.0380000000001
5310000,54106,-192.825
5320000,54125,-162.67300000000006
5330000,54144,-186.292
5340000,54160,-183.102
5350000,54171,-169.704
5360000,54184,-184.475
5370000,54199,-184.956
5380000,54213,-181.59799999999996
5390000,54232,-154.30500000000006
5400000,54248,-178.356
5410000,54263,-180.37199999999996
5420000,54285,-176.48399999999998
5430000,54291,-156.77600000000007
5440000,54302,-213.922
5450000,54321,-182.2699999999999
5460000,54335,-235.04099999999983
5470000,54348,-161.6300000000001
5480000,54368,-169.40300000000002
5490000,54381,-189.05599999999995
5500000,54394,-155.59900000000002
5510000,54411,-161.6430000000001
5520000,54431,-175.96699999999998
5530000,54438,-158.00700000000003
5540000,54451,-178.017
5550000,54463,-162.72000000000008
5560000,54479,-186.104
5570000,54495,-170.51000000000005
5580000,54518,-194.253
5590000,54531,-173.3230000000001
5600000,54547,-164.68200000000013
5610000,54557,-170.74500000000006
5620000,54573,-192.75999999999996
5630000,54589,-150.57300000000006
5640000,54603,-173.36300000000003
5650000,54617,-180.882
5660000,54627,-204.629
5670000,54639,-177.14800000000002
5680000,54655,-196.63
5690000,54672,-183.57000000000005
5700000,54686,-179.6939999999999
5710000,54703,-175.67499999999995
5720000,54721,-219.28099999999995
5730000,54740,-181.30599999999995
5740000,54755,-176.38600000000002
5750000,54772,-178.16700000000003
5760000,54784,-173.46499999999995
5770000,54812,-168.39900000000006
5780000,54828,-205.956
5790000,54842,-188.69599999999997
5800000,54854,-197.27599999999995
5810000,54868,-184.006
5820000,54889,-151.4810000000001
5830000,54909,-143.20500000000004
5840000,54925,-154.2410000000001
5850000,54944,-188.211
5860000,54960,-197.16600000000005
5870000,54977,-180.9240000000001
5880000,54992,-178.95899999999995
5890000,55008,-174.87600000000003
5900000,55024,-195.068
5910000,55043,-197.16799999999992
5920000,55053,-176.0689999999999
5930000,55069,-193.65900000000005
5940000,55093,-191.11
5950000,55116,-197.77099999999987
5960000,55142,-185.36300000000008
5970000,55161,-190.56600000000003
5980000,55176,-180.452
5990000,55186,-186.96400000000003
6000000,55203,-192.31500000000008
6010000,55217,-176.85300000000004
6020000,55234,-182.35599999999997
6030000,55257,-191.493
6040000,55273,-176.35099999999994
6050000,55290,-171.23100000000005
6060000,55308,-177.02700000000007
6070000,55317,-206.885
6080000,55331,-189.83699999999996
6090000,55355,-181.3700000000001
6100000,55369,-171.79499999999996
6110000,55379,-193.699
6120000,55392,-183.662
6130000,55402,-183.137
6140000,55417,-160.9200000000001
6150000,55430,-184.03400000000005
6160000,55440,-150.15900000000008
6170000,55448,-183.42100000000005
6180000,55465,-176.52000000000007
6190000,55484,-185.192
6200000,55500,-186.971
6210000,55516,-152.78099999999998
6220000,55533,-216.26399999999995
6230000,55549,-180.13000000000002
6240000,55572,-167.84800000000004
6250000,55590,-169.11400000000006
6260000,55615,-204.21999999999989
6270000,55630,-148.1180000000001
6280000,55644,-185.2740000000001
6290000,55657,-168.12500000000003
6300000,55677,-176.5210000000001
6310000,55689,-184.04000000000008
6320000,55705,-207.07
6330000,55719,-162.93000000000012
6340000,55733,-178.02
6350000,55750,-164.9110000000001
6360000,55764,-166.40000000000003
6370000,55772,-210.81499999999977
6380000,55788,-168.27100000000007
6390000,55800,-170.382
6400000,55812,-198.48199999999997
6410000,55828,-188.3959999999999
6420000,55846,-194.22799999999992
6430000,55868,-202.05999999999983
6440000,55883,-196.35599999999988
6450000,55894,-188.23999999999995
6460000,55905,-200.462
6470000,55919,-198.664
6480000,55931,-202.433
6490000,55945,-177.03799999999998
6500000,55957,-184.873
6510000,55971,-174.35100000000006
6520000,55984,-184.59700000000004
6530000,55994,-171.38300000000004
6540000,56013,-163.73200000000008
6550000,56028,-179.82300000000004
6560000,56049,-183.16300000000004
6570000,56064,-184.4699999999999
6580000,56079,-175.33599999999998
6590000,56088,-189.107
6600000,56100,-190.29700000000005
6610000,56109,-189.149
6620000,56133,-179.019
6630000,56148,-178.48400000000004
6640000,56166,-181.802
6650000,56176,-162.28500000000008
6660000,56198,-169.32800000000003
6670000,56213,-181.7350000000001
6680000,56234,-200.42000000000007
6690000,56254,-185.43400000000003
6700000,56268,-172.44100000000006
6710000,56277,-185.518
6720000,56299,-149.86400000000012
6730000,56318,-201.08399999999992
6740000,56339,-185.491
6750000,56361,-175.88000000000002
6760000,56375,-211.224
6770000,56385,-168.96800000000002
6780000,56399,-160.96900000000005
6790000,56411,-197.011
6800000,56428,-162.13600000000008
6810000,56442,-201.61299999999991
6820000,56458,-214.98799999999997
6830000,56476,-170.85799999999995
6840000,56491,-192.264
6850000,56508,-173.9200000000001
6860000,56513,-221.76500000000004
6870000,56528,-192.392
6880000,56541,-151.79600000000008
6890000,56554,-162.86700000000008
6900000,56562,-224.37799999999984
6910000,56581,-167.891
6920000,56594,-193.6329999999999
6930000,56604,-206.2689999999999
6940000,56618,-174.72899999999993
6950000,56640,-199.547
6960000,56661,-173.40199999999996
6970000,56672,-198.4279999999999
6980000,56679,-179.06800000000004
6990000,56688,-190.754
7000000,56699,-194.5850000000001
7010000,56715,-205.9710000000001
7020000,56729,-180.24
7030000,56749,-174.62800000000007
7040000,56766,-180.294
7050000,56780,-193.71799999999996
7060000,56792,-197.983
7070000,56807,-218.0259999999998
7080000,56818,-191.324
7090000,56831,-202.692
7100000,56842,-185.61700000000005
7110000,56854,-170.11600000000013
7120000,56865,-175.48000000000008
7130000,56882,-195.69900000000004
7140000,56888,-168.9190000000001
7150000,56901,-189.50599999999991
7160000,56910,-183.05499999999995
7170000,56921,-174.22799999999998
7180000,56932,-196.049
7190000,56939,-181.79299999999995
7200000,56947,-190.238
7210000,56952,-195.41299999999984
7220000,56958,-190.39599999999987
7230000,56978,-197.235
7240000,56988,-190.92099999999988
7250000,56997,-238.02999999999977
7260000,57005,-186.02599999999987
7270000,57017,-178.16799999999992
7280000,57031,-174.99399999999994
7290000,57042,-202.53000000000003
7300000,57051,-204.594
7310000,57059,-212.93900000000005
7320000,57068,-172.76499999999996
7330000,57087,-174.75699999999998
7340000,57102,-180.665
7350000,57114,-177.57700000000006
7360000,57123,-195.897
7370000,57127,-192.45700000000005
7380000,57135,-173.56600000000006
7390000,57140,-181.254
7400000,57148,-182.534
7410000,57163,-205.5119999999999
7420000,57171,-193.686
7430000,57182,-228.14299999999997
7440000,57193,-163.7950000000001
7450000,57208,-188.581
7460000,57223,-171.364
7470000,57232,-160.44800000000012
7480000,57239,-177.49400000000009
7490000,57248,-202.52199999999996
7500000,57255,-151.50700000000003
7510000,57264,-182.47800000000004
7520000,57275,-174.509
7530000,57281,-186.01100000000008
7540000,57286,-208.037
7550000,57293,-215.56499999999988
7560000,57300,-188.504
7570000,57307,-195.93499999999983
7580000,57311,-152.36400000000006
7590000,57321,-210.181
7600000,57329,-204.064
7610000,57335,-215.292
7620000,57341,-193.54800000000003
7630000,57352,-215.384
7640000,57362,-194.06
7650000,57372,-186.96900000000008
7660000,57386,-196.6219999999999
7670000,57399,-168.84900000000005
7680000,57407,-204.93899999999988
7690000,57411,-190.7690000000001
7700000,57414,-168.10800000000003
7710000,57423,-202.17099999999988
7720000,57430,-172.82900000000006
7730000,57439,-178.72199999999992
7740000,57445,-178.50800000000007
7750000,57458,-186.137
7760000,57469,-205.24
7770000,57479,-191.4119999999999
7780000,57488,-189.0789999999999
7790000,57497,-174.10400000000004
7800000,57511,-184.56200000000007
7810000,57520,-197.3679999999999
7820000,57524,-181.174
7830000,57535,-192.61900000000009
7840000,57548,-204.05900000000003
7850000,57557,-173.56699999999998
7860000,57565,-208.26899999999983
7870000,57576,-145.83800000000008
7880000,57581,-179.68400000000003
7890000,57592,-186.891
7900000,57602,-198.114
7910000,57619,-190.74599999999992
7920000,57630,-192.4240000000001
7930000,57640,-202.95099999999996
7940000,57646,-207.663
7950000,57654,-174.39300000000006
7960000,57660,-206.304
7970000,57667,-185.43399999999997
7980000,57677,-195.90200000000007
7990000,57694,-205.772
8000000,57709,-166.90100000000007
8010000,57716,-174.493
8020000,57722,-198.20399999999995
8030000,57731,-205.8389999999999
8040000,57740,-177.90599999999998
8050000,57742,-181.35699999999997
8060000,57750,-209.03399999999985
8070000,57758,-208.17299999999983
8080000,57769,-199.52599999999995
8090000,57778,-177.52499999999998
8100000,57785,-181.90700000000007
8110000,57791,-182.80499999999995
8120000,57793,-176.61100000000002
8130000,57797,-183.013
8140000,57805,-218.667
8150000,57807,-184.41300000000007
8160000,57815,-204.15
8170000,57828,-165.104
8180000,57836,-168.36400000000006
8190000,57841,-187.98400000000004
8200000,57850,-180.55499999999984
8210000,57864,-179.88299999999998
8220000,57883,-192.28000000000003
8230000,57894,-180.01699999999997
8240000,57907,-216.945
8250000,57913,-212.5449999999999
8260000,57923,-205.0819999999999
8270000,57938,-200.028
8280000,57951,-191.595
8290000,57958,-190.146
8300000,57965,-177.8710000000001
8310000,57971,-182.60100000000008
8320000,57976,-165.192
8330000,57983,-213.97199999999992
8340000,57989,-209.278
8350000,57998,-207.9539999999999
8360000,58007,-189.075
8370000,58010,-192.2469999999999
8380000,58015,-194.7789999999999
8390000,58024,-193.607
8400000,58034,-186.41799999999995
8410000,58039,-183.927
8420000,58044,-218.28099999999984
8430000,58050,-214.23099999999997
8440000,58053,-211.77599999999987
8450000,58060,-217.33799999999985
8460000,58065,-189.062
8470000,58073,-179.429
8480000,58084,-194.84699999999987
8490000,58094,-184.4110000000001
8500000,58100,-182.17399999999995
8510000,58111,-200.335
8520000,58118,-208.403
8530000,58129,-192.5
8540000,58136,-183.599
8550000,58139,-167.4150000000001
8560000,58145,-171.942
8570000,58152,-186.889
8580000,58154,-199.416
8590000,58159,-190.4260000000001
8600000,58165,-202.787
8610000,58168,-181.01300000000003
8620000,58177,-203.40699999999995
8630000,58184,-225.452
8640000,58188,-173.08
8650000,58205,-178.06100000000006
8660000,58212,-219.75099999999983
8670000,58220,-181.4510000000001
8680000,58224,-205.84999999999988
8690000,58234,-208.85199999999983
8700000,58243,-204.056
8710000,58251,-190.884
8720000,58262,-196.719
8730000,58271,-186.24199999999996
8740000,58275,-189.2280000000001
8750000,58282,-182.9480000000001
8760000,58293,-208.85799999999983
8770000,58301,-197.422
8780000,58307,-177.50299999999996
8790000,58315,-201.054
8800000,58325,-222.5219999999998
8810000,58334,-215.752
8820000,58344,-182.7039999999999
8830000,58352,-189.126
8840000,58363,-198.2600000000001
8850000,58371,-196.46699999999996
8860000,58372,-225.24499999999983
8870000,58385,-216.03299999999987
8880000,58387,-180.401
8890000,58399,-201.5
8900000,58410,-191.91
8910000,58418,-188.02699999999996
8920000,58428,-199.29699999999997
8930000,58444,-205.942
8940000,58456,-169.8450000000001
8950000,58462,-201.202
8960000,58464,-173.76100000000014
8970000,58476,-184.68500000000003
8980000,58486,-185.32799999999992
8990000,58494,-222.349
9000000,58502,-205.52499999999992
9010000,58506,-218.867
9020000,58510,-189.0530000000001
9030000,58515,-205.7199999999999
9040000,58523,-193.89700000000008
9050000,58538,-194.7789999999998
9060000,58544,-195.72099999999995
9070000,58555,-199.968
9080000,58569,-193.396
9090000,58576,-211.961
9100000,58588,-190.503
9110000,58596,-193.51399999999995
9120000,58603,-186.368
9130000,58609,-179.593
9140000,58620,-168.82900000000006
9150000,58629,-196.206
9160000,58637,-203.706
9170000,58644,-197.8739999999999
9180000,58654,-189.54300000000003
9190000,58662,-170.02600000000007
9200000,58668,-206.255
9210000,58681,-180.776
9220000,58682,-167.7300000000001
9230000,58690,-175.773
9240000,58702,-196.89300000000003
9250000,58718,-180.39999999999992
9260000,58732,-175.13500000000005
