episodes,explored_states,score
7720000,1937,-6.881000000000006
7730000,1938,-7.352000000000007
7740000,1939,-7.627000000000005
7750000,1941,-7.516000000000009
7760000,1944,-7.981000000000005
7770000,1944,-7.663000000000006
7780000,1946,-7.172000000000008
7790000,1946,-7.464000000000006
7800000,1946,-7.923000000000006
7810000,1946,-7.840000000000007
7820000,1947,-7.799000000000009
7830000,1947,-7.696000000000005
7840000,1948,-7.497000000000006
7850000,1948,-6.403000000000004
7860000,1949,-7.8040000000000065
7870000,1951,-7.526000000000008
7880000,1951,-7.707000000000006
7890000,1951,-7.783000000000008
7900000,1952,-6.972000000000004
7910000,1952,-7.544000000000003
7920000,1952,-7.284000000000005
7930000,1952,-7.454000000000003
7940000,1953,-7.497000000000005
7950000,1953,-7.685000000000008
7960000,1953,-7.4660000000000055
7970000,1955,-8.026000000000007
7980000,1955,-7.673000000000006
7990000,1956,-7.436000000000007
8000000,1956,-7.453000000000004
8010000,1956,-7.078000000000003
8020000,1956,-7.669000000000008
8030000,1956,-8.007000000000009
8040000,1956,-7.523000000000007
8050000,1956,-8.258000000000008
8060000,1956,-7.915000000000009
8070000,1956,-7.414000000000008
8080000,1956,-7.372000000000003
8090000,1956,-7.638000000000008
8100000,1956,-7.074000000000007
8110000,1958,-7.561000000000006
8120000,1958,-7.633000000000005
8130000,1958,-7.497000000000006
8140000,1958,-7.554000000000006
8150000,1958,-7.338000000000005
8160000,1958,-7.645000000000006
8170000,1958,-6.997000000000007
8180000,1958,-7.484000000000008
8190000,1958,-7.286000000000004
8200000,1958,-7.7670000000000075
8210000,1958,-7.526000000000006
8220000,1958,-7.389000000000006
8230000,1958,-7.278000000000007
8240000,1958,-7.150000000000008
8250000,1958,-7.989000000000007
8260000,1958,-7.219000000000009
8270000,1958,-7.2030000000000065
8280000,1958,-8.27700000000001
8290000,1958,-7.22600000000001
8300000,1958,-7.702000000000007
8310000,1958,-7.513000000000009
8320000,1958,-8.180000000000009
8330000,1959,-7.127000000000004
8340000,1960,-7.048000000000009
8350000,1960,-8.021000000000006
8360000,1960,-7.183000000000008
8370000,1960,-7.545000000000007
8380000,1960,-7.496000000000007
8390000,1960,-7.889000000000009
8400000,1960,-7.728000000000008
8410000,1962,-7.779000000000005
8420000,1962,-7.6440000000000055
8430000,1962,-7.526000000000007
8440000,1962,-7.260000000000006
8450000,1963,-7.215000000000008
8460000,1963,-7.031000000000007
8470000,1963,-8.021000000000004
8480000,1963,-7.429000000000007
8490000,1963,-7.511000000000005
8500000,1964,-7.197000000000008
8510000,1965,-8.027000000000008
8520000,1965,-7.6050000000000075
8530000,1965,-7.7140000000000075
8540000,1965,-7.534000000000005
8550000,1965,-7.737000000000006
8560000,1965,-7.571000000000006
8570000,1965,-7.907000000000005
8580000,1965,-7.4240000000000075
8590000,1965,-8.193000000000007
8600000,1965,-7.790000000000009
8610000,1965,-6.967000000000002
8620000,1965,-7.396000000000006
8630000,1965,-7.522000000000005
8640000,1966,-7.781000000000006
8650000,1966,-7.507000000000006
8660000,1966,-8.032000000000005
8670000,1966,-7.4360000000000035
8680000,1966,-6.935000000000005
8690000,1966,-7.546000000000007
8700000,1966,-7.3250000000000055
8710000,1966,-8.071000000000003
8720000,1967,-8.156000000000006
8730000,1967,-7.895000000000002
8740000,1967,-7.507000000000006
8750000,1967,-7.816000000000006
